source,host_response_time,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes
previous scrape,N/A,N/A,f,3,t,Private room in condo,Private room,16,,2,"$38,752.00",1,1125,1,1,1125,1125,1,1125,,t,0,0,,f,1,0
city scrape,within a few hours,94%,f,2,t,Private room in guest suite,Private room,2,,2,$290.00,1,30,1,1,30,30,1,30,,t,80,19,4.21,f,2,0
city scrape,within an hour,89%,f,4,t,Entire serviced apartment,Entire home/apt,2,1,1,"$2,810.00",1,1125,1,2,1125,1125,1,1125,,t,279,3,4.33,t,4,4
city scrape,within a few hours,94%,f,2,t,Private room in guest suite,Private room,1,,,$206.00,1,7,1,1,7,7,1,7,,t,89,12,4.83,f,2,0
previous scrape,N/A,N/A,f,1,t,Private room in condo,Private room,6,,4,"$6,530.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,0
previous scrape,N/A,100%,f,1,t,Private room in rental unit,Private room,1,,1,$400.00,3,30,3,3,1125,1125,3,1125,,f,0,2,1,f,1,0
city scrape,within an hour,89%,f,4,t,Entire serviced apartment,Entire home/apt,4,2,2,"$3,734.00",1,1125,1,2,999,1125,1,1061,,t,262,4,4.75,t,4,4
city scrape,within an hour,100%,f,1,t,Entire loft,Entire home/apt,2,1,2,$898.00,1,1125,1,1,1125,1125,1,1125,,t,67,79,4.66,f,1,1
city scrape,within an hour,94%,t,6,t,Private room in rental unit,Private room,1,,1,$600.00,7,1125,7,7,1125,1125,7,1125,,t,364,13,4.92,f,6,0
city scrape,within an hour,96%,f,1,t,Entire condo,Entire home/apt,4,2,2,$743.00,2,1125,2,2,1125,1125,2,1125,,t,148,39,4.62,f,1,1
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,6,2,4,"$1,700.00",2,1125,2,2,1125,1125,2,1125,,t,325,6,5,f,11,11
city scrape,within a day,100%,f,1,t,Private room in rental unit,Private room,1,,1,$300.00,4,180,4,4,180,180,4,180,,t,141,0,,f,1,0
city scrape,within an hour,100%,f,6,t,Entire rental unit,Entire home/apt,3,1,1,$990.00,2,1125,2,2,1125,1125,2,1125,,t,336,46,4.72,t,6,6
city scrape,within an hour,98%,t,18,t,Entire rental unit,Entire home/apt,6,2,4,"$1,600.00",2,1125,2,2,1125,1125,2,1125,,t,49,1,5,f,11,11
city scrape,a few days or more,0%,f,1,t,Private room in rental unit,Private room,2,,1,$300.00,3,1125,3,3,1125,1125,3,1125,,t,362,0,,f,1,0
city scrape,a few days or more,0%,f,1,t,Entire condo,Entire home/apt,6,3,5,"$1,375.00",15,1125,15,15,1125,1125,15,1125,,t,180,0,,f,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,2,"$1,043.00",3,90,3,3,1125,1125,3,1125,,t,71,53,4.87,f,1,1
previous scrape,N/A,100%,f,1,t,Entire condo,Entire home/apt,6,3,2,"$1,400.00",1,1125,1,1,1125,1125,1,1125,,t,0,8,4.75,f,1,1
city scrape,a few days or more,80%,t,1,t,Entire rental unit,Entire home/apt,6,2,4,"$1,300.00",3,1125,3,3,1125,1125,3,1125,,t,143,57,5,f,1,1
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,6,2,3,"$1,600.00",2,1125,2,2,1125,1125,2,1125,,t,173,16,5,f,11,11
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,6,2,2,"$1,600.00",2,1125,2,2,1125,1125,2,1125,,t,265,9,4.89,f,11,11
city scrape,a few days or more,100%,f,1,t,Private room in home,Private room,1,,1,$250.00,2,1125,2,2,1125,1125,2,1125,,t,259,7,4,t,1,0
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,8,3,5,"$1,850.00",2,1125,2,2,1125,1125,2,1125,,t,305,31,5,f,11,11
city scrape,N/A,N/A,f,1,t,Private room in guest suite,Private room,1,,,"$2,000.00",1,10,1,1,10,10,1,10,,t,268,0,,f,1,0
previous scrape,N/A,N/A,f,1,t,Private room in condo,Private room,2,,1,$344.00,5,1125,5,5,1125,1125,5,1125,,f,0,0,,f,1,0
city scrape,within a few hours,69%,f,2,t,Private room in home,Private room,1,,1,$220.00,7,1125,7,7,1125,1125,7,1125,,t,326,5,4.8,f,2,0
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,8,3,4,"$1,850.00",2,1125,2,2,1125,1125,2,1125,,t,0,8,5,f,11,11
city scrape,within an hour,87%,f,2,t,Private room in rental unit,Private room,1,,1,$750.00,2,30,2,2,1125,1125,2,1125,,t,365,9,5,t,2,0
city scrape,within an hour,100%,t,31,t,Private room in rental unit,Private room,3,,1,$369.00,1,29,1,2,25,1125,1.4,637,,t,73,78,4.87,f,30,0
city scrape,within a day,98%,f,4,t,Entire rental unit,Entire home/apt,5,2,4,$808.00,2,1125,2,2,1125,1125,2,1125,,t,329,71,4.65,t,4,4
city scrape,within an hour,100%,f,439,t,Entire rental unit,Entire home/apt,14,3,7,"$4,500.00",1,1125,1,1,1125,1125,1,1125,,t,304,9,4.78,t,109,109
city scrape,within an hour,100%,f,439,t,Entire rental unit,Entire home/apt,12,3,6,"$4,500.00",1,1125,1,1,1125,1125,1,1125,,t,267,0,,t,109,109
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,8,3,5,"$1,871.00",2,1125,2,2,1125,1125,2,1125,,t,340,51,4.94,f,11,11
city scrape,a few days or more,0%,f,4,t,Private room in guesthouse,Private room,1,1,1,$300.00,60,1125,60,60,1125,1125,60,1125,,t,177,0,,f,4,0
city scrape,within an hour,100%,f,439,t,Entire rental unit,Entire home/apt,14,3,6,"$4,500.00",1,1125,1,1,1125,1125,1,1125,,t,308,8,4.63,t,109,109
city scrape,within a day,40%,f,4,t,Private room in guesthouse,Private room,1,1,1,$550.00,1,1125,1,1,1125,1125,1,1125,,t,179,0,,f,3,0
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,6,3,4,"$1,600.00",2,1125,2,2,1125,1125,2,1125,,t,174,11,5,f,1,1
city scrape,within an hour,98%,t,18,t,Entire condo,Entire home/apt,8,3,6,"$1,921.00",2,1125,2,2,1125,1125,2,1125,,t,330,28,4.96,f,11,11
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,1,,,"$7,500.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,0
city scrape,within a day,100%,f,1,t,Private room in rental unit,Private room,2,,1,$773.00,2,1125,2,2,1125,1125,2,1125,,t,179,4,5,f,1,0
previous scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,3,1,1,"$1,666.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,1
city scrape,within an hour,100%,f,27,t,Entire rental unit,Entire home/apt,4,2,2,"$2,400.00",2,1125,2,2,1125,1125,2,1125,,t,217,17,4.71,t,27,27
city scrape,within an hour,100%,f,2,t,Private room in loft,Private room,1,1,1,$390.00,1,31,1,1,1125,1125,1,1125,,t,79,4,5,t,2,0
city scrape,within an hour,90%,t,3,t,Entire rental unit,Entire home/apt,4,2,2,$900.00,2,1125,2,2,1125,1125,2,1125,,t,339,8,4.5,f,2,2
previous scrape,N/A,N/A,f,2,t,Entire condo,Entire home/apt,2,1,1,"$1,300.00",5,365,5,5,365,365,5,365,,t,0,0,,f,2,2
city scrape,within an hour,100%,t,2,t,Private room in guest suite,Private room,2,,2,$350.00,7,1125,7,7,1125,1125,7,1125,,t,210,5,5,t,2,0
city scrape,within an hour,100%,t,8,t,Entire guest suite,Entire home/apt,2,1,1,$641.00,1,365,1,1,1125,1125,1,1125,,t,311,40,4.88,t,8,8
previous scrape,N/A,N/A,f,2,t,Private room in rental unit,Private room,1,,1,$400.00,1,1125,1,1,1125,1125,1,1125,,f,0,7,4.14,f,2,0
previous scrape,N/A,N/A,f,1,t,Private room in home,Private room,1,,1,$172.00,30,1125,30,30,1125,1125,30,1125,,t,0,1,5,f,1,0
city scrape,within an hour,100%,f,439,t,Entire loft,Entire home/apt,3,1,2,$721.00,1,1125,1,1,1125,1125,1,1125,,t,340,66,4.92,t,109,109
city scrape,within an hour,100%,f,439,t,Entire loft,Entire home/apt,3,1,2,$789.00,1,1125,1,1,1125,1125,1,1125,,t,16,104,4.84,t,109,109
city scrape,within an hour,100%,t,3,t,Entire rental unit,Entire home/apt,4,2,2,$695.00,3,180,3,3,1125,1125,3,1125,,t,158,44,4.89,t,2,2
city scrape,within an hour,97%,f,89,t,Entire home,Entire home/apt,16,8,19,"$6,857.00",2,365,2,3,1125,1125,2,1125,,t,341,8,3.63,t,37,21
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,1,1,,"$5,000.00",60,1125,60,60,1125,1125,60,1125,,f,0,0,,f,1,0
city scrape,within an hour,100%,f,439,t,Entire loft,Entire home/apt,3,1,1,$850.00,1,1125,1,1,1125,1125,1,1125,,t,358,87,4.8,t,109,109
city scrape,within an hour,100%,f,439,t,Entire loft,Entire home/apt,5,1,2,$850.00,1,1125,1,1,1125,1125,1,1125,,t,348,230,4.8,t,109,109
city scrape,within an hour,100%,t,8,t,Entire guest suite,Entire home/apt,2,1,1,$641.00,1,365,1,1,1125,1125,1,1125,,t,353,26,4.77,t,8,8
city scrape,within an hour,100%,f,439,t,Entire condo,Entire home/apt,5,2,3,"$1,123.00",1,1125,1,1,1125,1125,1,1125,,t,0,117,4.71,t,109,109
city scrape,within an hour,92%,f,1,t,Entire condo,Entire home/apt,9,2,5,"$1,400.00",2,1125,2,2,1125,1125,2,1125,,t,353,8,5,f,1,1
city scrape,N/A,N/A,f,1,t,Entire condo,Entire home/apt,4,1,2,$850.00,2,365,1,2,1125,1125,2,1125,,t,33,81,4.93,f,1,1
city scrape,within an hour,90%,t,1,t,Entire rental unit,Entire home/apt,4,2,2,"$1,250.00",5,119,5,5,119,119,5,119,,t,263,27,4.96,f,1,1
city scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,4,1,1,"$4,500.00",4,365,4,4,365,365,4,365,,f,363,0,,f,1,1
city scrape,within a few hours,94%,f,9,t,Entire rental unit,Entire home/apt,6,3,4,"$2,650.00",1,7,1,1,7,7,1,7,,t,362,14,4.79,f,9,5
previous scrape,N/A,N/A,f,2,t,Entire serviced apartment,Entire home/apt,2,1,1,$590.00,300,1125,300,300,1125,1125,300,1125,,f,0,12,4.75,f,2,2
previous scrape,N/A,N/A,f,1,t,Entire home,Entire home/apt,4,4,4,"$16,500.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,1
city scrape,N/A,N/A,f,1,t,Entire home,Entire home/apt,4,2,,"$2,578.00",1,1125,1,1,1125,1125,1,1125,,t,365,0,,t,1,1
previous scrape,N/A,50%,f,1,t,Private room in condo,Private room,1,,,$250.00,7,1125,7,7,1125,1125,7,1125,,f,0,0,,f,1,0
city scrape,within a day,77%,f,1,t,Tiny home,Entire home/apt,2,,1,$973.00,2,365,2,2,365,365,2,365,,t,355,17,4.71,f,1,1
city scrape,within an hour,100%,f,439,t,Entire rental unit,Entire home/apt,5,2,2,"$1,104.00",1,1125,1,1,1125,1125,1,1125,,t,350,184,4.68,t,109,109
city scrape,within an hour,100%,f,439,t,Entire condo,Entire home/apt,4,,2,$593.00,1,1125,1,1,1125,1125,1,1125,,t,325,271,4.59,t,109,109
city scrape,within a day,40%,f,4,t,Private room in guesthouse,Private room,1,1,1,$550.00,2,1125,2,2,1125,1125,2,1125,,t,364,0,,f,3,0
previous scrape,N/A,N/A,f,1,t,Entire home,Entire home/apt,1,1,,$980.00,1,365,1,1,365,365,1,365,,f,0,0,,f,1,1
city scrape,within an hour,100%,f,439,t,Entire condo,Entire home/apt,4,,2,$586.00,1,1125,1,1,1125,1125,1,1125,,t,311,291,4.6,t,109,109
city scrape,within a day,51%,f,1,t,Entire rental unit,Entire home/apt,6,2,2,"$1,200.00",2,1125,2,2,1125,1125,2,1125,,t,259,19,4.26,f,1,1
previous scrape,within a few hours,72%,f,3,t,Entire rental unit,Entire home/apt,2,1,1,"$1,500.00",3,28,2,3,28,28,2.9,28,,t,0,8,4.88,f,1,1
city scrape,within an hour,100%,t,6,t,Entire rental unit,Entire home/apt,3,1,1,"$1,240.00",2,65,2,2,65,65,2,65,,t,354,122,4.93,f,6,6
city scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$231.00,2,31,2,2,1125,1125,2,1125,,t,141,3,5,f,1,0
city scrape,within an hour,100%,t,1,t,Private room in condo,Private room,1,,1,$599.00,1,30,1,1,1125,1125,1,1125,,t,89,14,4.86,f,1,0
city scrape,within an hour,100%,f,24,t,Entire loft,Entire home/apt,2,1,2,$346.00,2,1125,2,2,1125,1125,2,1125,,t,329,9,4.89,f,6,6
city scrape,within an hour,99%,t,484,t,Entire rental unit,Entire home/apt,6,3,3,"$3,388.00",1,1125,1,1,1125,1125,1,1125,,t,344,87,4.83,t,280,276
city scrape,within an hour,92%,f,21,t,Entire guest suite,Entire home/apt,2,1,2,$559.00,2,1125,2,2,1125,1125,2,1125,,t,90,20,3.85,f,3,3
city scrape,within a few hours,94%,t,1,t,Entire guest suite,Entire home/apt,2,1,1,$900.00,1,1125,1,1,1125,1125,1,1125,,t,296,14,4.86,f,1,1
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,4,2,3,"$1,257.00",3,1125,3,3,1125,1125,3,1125,,t,276,92,4.84,f,1,1
city scrape,within an hour,100%,,48,t,Entire rental unit,Entire home/apt,4,2,2,"$4,854.00",2,90,2,2,90,90,2,90,,t,113,97,5,f,7,7
previous scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,2,,1,"$10,000.00",2,1125,2,2,1125,1125,2,1125,,f,0,0,,f,1,1
city scrape,within an hour,98%,f,5,t,Entire rental unit,Entire home/apt,5,3,3,"$1,500.00",1,1125,1,1,1125,1125,1,1125,,t,360,16,4.56,t,4,3
city scrape,within a few hours,100%,f,1,t,Private room in guest suite,Private room,1,,2,$206.00,3,60,3,3,1125,1125,3,1125,,t,309,17,4.88,t,1,0
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,$894.00,2,120,2,3,1125,1125,2.1,1125,,t,355,80,4.78,f,76,76
city scrape,N/A,73%,t,4,t,Private room in home,Private room,2,,1,$305.00,2,1125,2,2,1125,1125,2,1125,,t,111,7,5,f,4,0
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,$913.00,2,120,2,3,1125,1125,2,1125,,t,355,90,4.83,f,76,76
city scrape,within an hour,94%,t,2,t,Private room in condo,Private room,2,,1,$450.00,2,1125,2,2,1125,1125,2,1125,,t,161,57,4.84,f,2,0
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,"$1,052.00",2,120,2,3,1125,1125,2,1125,,t,267,108,4.92,f,76,76
city scrape,within an hour,100%,t,2,t,Private room in home,Private room,1,,1,$260.00,10,1125,10,10,1125,1125,10,1125,,t,204,11,4.91,t,2,0
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,$936.00,2,120,2,3,1125,1125,2,1125,,t,318,119,4.84,f,76,76
city scrape,within an hour,99%,t,7,t,Entire rental unit,Entire home/apt,5,2,5,"$1,186.00",4,1125,3,4,1125,1125,4,1125,,t,249,40,4.9,f,7,7
city scrape,within an hour,99%,t,7,t,Entire rental unit,Entire home/apt,5,2,5,"$1,117.00",4,1125,4,4,1125,1125,4,1125,,t,116,18,4.89,f,7,7
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,$904.00,2,120,2,3,1125,1125,2,1125,,t,344,96,4.89,t,76,76
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,$900.00,2,120,2,3,1125,1125,2,1125,,t,313,127,4.81,t,76,76
city scrape,within a few hours,92%,f,1,t,Entire rental unit,Entire home/apt,4,2,3,"$1,497.00",2,1125,2,2,1125,1125,2,1125,,t,240,34,4.97,f,1,1
city scrape,within an hour,100%,t,76,t,Entire rental unit,Entire home/apt,2,1,1,"$1,041.00",2,120,2,3,1125,1125,2,1125,,t,347,105,4.84,f,76,76
city scrape,within an hour,100%,f,7,t,Shared room in rental unit,Shared room,1,,1,$99.00,1,1125,1,1,1125,1125,1,1125,,t,336,28,4.54,t,7,0
city scrape,within a few hours,90%,f,1,t,Private room in rental unit,Private room,1,,1,$621.00,2,40,2,2,40,40,2,40,,t,88,21,4.9,f,1,0
city scrape,within a few hours,65%,f,1,t,Private room in condo,Private room,3,,1,$534.00,1,15,1,1,1125,1125,1,1125,,t,33,17,5,f,1,0
city scrape,within an hour,99%,f,3,t,Private room in rental unit,Private room,2,,1,$447.00,3,1125,3,3,1125,1125,3,1125,,t,351,41,4.73,f,3,0
city scrape,within an hour,99%,t,7,t,Entire rental unit,Entire home/apt,5,2,5,"$1,358.00",4,1125,4,4,1125,1125,4,1125,,t,48,6,4.5,t,7,7
city scrape,within an hour,99%,f,41,t,Entire rental unit,Entire home/apt,2,1,1,$512.00,2,1125,1,5,1125,1125,1.9,1125,,t,346,137,4.54,f,40,37
city scrape,within a day,100%,f,2,t,Private room in guest suite,Private room,1,,1,$450.00,2,1125,2,2,1125,1125,2,1125,,t,365,8,5,t,2,0
city scrape,within an hour,100%,t,2,t,Entire rental unit,Entire home/apt,4,1,2,"$1,390.00",2,1125,2,2,1125,1125,2,1125,,t,359,25,4.64,f,2,2
previous scrape,within an hour,50%,f,2,t,Entire rental unit,Entire home/apt,4,,4,$650.00,90,360,90,90,1125,1125,90,1125,,t,0,0,,f,2,1
city scrape,within an hour,100%,t,3,t,Entire guest suite,Entire home/apt,2,1,1,$564.00,1,1125,1,1,1125,1125,1,1125,,t,89,105,4.86,t,3,3
city scrape,within an hour,95%,t,1,t,Entire home,Entire home/apt,5,2,5,$711.00,2,1125,2,2,1125,1125,2,1125,,t,322,42,4.71,f,1,1
city scrape,a few days or more,N/A,f,1,t,Entire guest suite,Entire home/apt,1,1,1,$260.00,3,1125,3,3,1125,1125,3,1125,,t,83,1,5,f,1,1
city scrape,within an hour,100%,f,6,t,Entire condo,Entire home/apt,4,2,3,"$2,100.00",2,1125,2,2,1125,1125,2,1125,,t,352,11,4.73,t,6,6
city scrape,within an hour,100%,f,439,t,Entire rental unit,Entire home/apt,11,3,6,"$5,200.00",1,1125,1,1,1125,1125,1,1125,,t,331,16,4.69,t,109,109
city scrape,within a day,N/A,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$400.00,2,10,2,2,1125,1125,2,1125,,t,90,0,,t,1,1
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$667.00,3,7,3,3,1125,1125,3,1125,,f,0,1,5,f,1,0
city scrape,within an hour,99%,t,7,t,Entire condo,Entire home/apt,5,2,5,"$1,186.00",4,1125,4,4,1125,1125,4,1125,,t,334,9,4.78,f,7,7
previous scrape,N/A,100%,f,1,t,Private room in rental unit,Private room,1,,,$250.00,1,1125,1,1,1125,1125,1,1125,,f,0,1,5,f,1,0
city scrape,within an hour,100%,t,10,t,Entire rental unit,Entire home/apt,5,2,3,"$2,148.00",3,365,3,3,1125,1125,3,1125,,t,39,27,4.96,f,4,4
city scrape,within an hour,99%,f,2,t,Private room in guest suite,Private room,2,1,1,$230.00,1,1125,1,1,1125,1125,1,1125,,t,77,171,4.62,f,2,0
previous scrape,N/A,N/A,f,2,t,Private room in rental unit,Private room,2,,1,$295.00,2,15,2,2,1125,1125,2,1125,,t,0,2,5,t,1,0
city scrape,N/A,100%,f,2,t,Entire rental unit,Entire home/apt,6,3,5,"$4,296.00",10,365,10,10,1125,1125,10,1125,,t,365,1,5,t,1,1
city scrape,within an hour,100%,t,3,t,Entire condo,Entire home/apt,6,2,4,"$1,829.00",2,1125,2,2,1125,1125,2,1125,,t,234,103,4.98,f,3,3
city scrape,within an hour,100%,f,6,t,Entire condo,Entire home/apt,2,1,2,"$1,200.00",2,1125,2,2,1125,1125,2,1125,,t,325,14,4.54,f,6,6
city scrape,a few days or more,N/A,f,2,t,Entire rental unit,Entire home/apt,4,2,2,$500.00,8,1125,8,8,1125,1125,8,1125,,t,81,1,5,t,2,1
city scrape,within an hour,100%,f,8,t,Entire loft,Entire home/apt,2,1,1,$600.00,1,1125,1,1,1125,1125,1,1125,,t,353,176,4.7,f,8,8
city scrape,within an hour,99%,t,6,t,Entire loft,Entire home/apt,3,1,2,$893.00,2,1125,1,2,1125,1125,2,1125,,t,343,142,4.91,f,6,3
city scrape,within an hour,100%,t,2,t,Private room in bed and breakfast,Private room,2,,1,$600.00,2,1125,2,2,1125,1125,2,1125,,t,334,28,5,f,2,0
previous scrape,N/A,N/A,f,1,t,Private room in bed and breakfast,Private room,2,,1,$900.00,1,4,1,1,4,4,1,4,,t,0,0,,f,1,0
city scrape,within an hour,100%,t,2,t,Private room in guest suite,Private room,2,1,1,$300.00,2,1125,2,2,1125,1125,2,1125,,t,323,22,4.95,f,2,1
city scrape,within an hour,100%,t,32,t,Entire rental unit,Entire home/apt,15,6,9,"$4,101.00",1,180,1,2,1125,1125,1.3,1125,,t,146,14,4.93,t,23,23
city scrape,within an hour,100%,t,6,t,Private room in rental unit,Private room,2,,1,$950.00,2,1125,2,2,1125,1125,2,1125,,t,326,4,4.75,f,6,2
city scrape,within an hour,100%,f,6,t,Entire rental unit,Entire home/apt,2,1,1,$380.00,2,1125,2,2,1125,1125,2,1125,,t,296,8,4.75,t,4,4
city scrape,within a few hours,100%,f,1,t,Entire townhouse,Entire home/apt,6,3,3,"$2,786.00",2,30,1,2,30,30,2,30,,t,251,90,4.98,f,1,1
city scrape,within an hour,99%,t,6,t,Private room in home,Private room,4,,2,"$1,500.00",2,90,2,2,1125,1125,2,1125,,t,353,11,5,f,4,0
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,6,2,3,$990.00,10,100,10,10,1125,1125,10,1125,,t,354,74,4.68,f,1,1
city scrape,within an hour,80%,f,5,t,Private room in condo,Private room,1,,,$590.00,2,1125,2,2,1125,1125,2,1125,,t,365,5,5,f,3,1
city scrape,within an hour,100%,f,15,t,Entire condo,Entire home/apt,4,2,2,"$1,390.00",1,30,1,1,1125,1125,1,1125,,t,328,72,4.57,t,12,12
city scrape,within a day,61%,f,1,t,Entire rental unit,Entire home/apt,3,1,1,"$1,650.00",3,35,3,3,35,35,3,35,,t,60,28,5,f,1,1
city scrape,within an hour,100%,t,6,t,Private room in rental unit,Private room,2,,1,$950.00,2,1125,2,2,1125,1125,2,1125,,t,330,9,5,f,6,2
city scrape,within a few hours,90%,f,1,t,Entire condo,Entire home/apt,5,3,3,"$1,900.00",2,15,2,2,1125,1125,2,1125,,t,83,6,4.83,f,1,1
city scrape,within an hour,99%,t,3,t,Entire rental unit,Entire home/apt,2,1,1,$227.00,2,1125,2,2,1125,1125,2,1125,,t,324,62,4.82,f,3,3
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$250.00,7,90,7,7,90,90,7,90,,f,0,0,,f,1,0
city scrape,within an hour,100%,t,1,t,Entire rental unit,Entire home/apt,4,2,3,"$1,100.00",4,1125,4,4,1125,1125,4,1125,,t,254,31,4.74,f,1,1
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$900.00,1,10,1,1,1125,1125,1,1125,,f,0,0,,f,1,0
city scrape,within an hour,99%,t,7,t,Entire rental unit,Entire home/apt,5,2,5,"$1,205.00",4,1125,4,4,1125,1125,4,1125,,t,125,33,4.91,t,7,7
city scrape,within an hour,99%,t,15,t,Entire condo,Entire home/apt,3,2,2,$920.00,2,100,2,3,1125,1125,2,1125,,t,74,27,4.93,f,15,15
city scrape,within an hour,97%,f,1,t,Entire rental unit,Entire home/apt,6,2,4,"$1,500.00",4,1125,4,4,1125,1125,4,1125,,t,77,69,4.75,t,1,1
city scrape,within an hour,100%,t,2,t,Entire loft,Entire home/apt,2,1,,$736.00,1,1125,1,1,1125,1125,1,1125,,t,361,163,4.94,t,2,2
city scrape,within an hour,98%,f,4,t,Entire rental unit,Entire home/apt,2,1,1,$564.00,4,1125,4,4,1125,1125,4,1125,,t,339,49,4.88,f,1,1
city scrape,within an hour,99%,t,7,t,Entire rental unit,Entire home/apt,5,2,8,"$1,117.00",4,1125,4,4,1125,1125,4,1125,,t,98,16,4.94,t,7,7
city scrape,within an hour,64%,f,12,t,Room in boutique hotel,Private room,2,1,1,"$1,321.00",1,1125,1,1,1125,1125,1,1125,,t,290,11,4.64,t,12,4
city scrape,within an hour,64%,f,12,t,Room in boutique hotel,Private room,2,1,1,"$1,321.00",1,1125,1,1,1125,1125,1,1125,,t,296,8,4.75,t,12,4
city scrape,within an hour,100%,,15,t,Entire rental unit,Entire home/apt,4,2,2,"$1,646.00",1,30,1,2,1125,1125,1.3,1125,,t,251,88,4.9,f,6,6
city scrape,within an hour,99%,,16,t,Entire home,Entire home/apt,6,3,4,"$4,443.00",2,1125,1,2,1125,1125,1.9,1125,,t,69,9,5,t,13,5
city scrape,within an hour,100%,t,10,t,Private room in home,Private room,2,,1,"$1,001.00",2,1125,1,1,1125,1125,1,1125,,t,365,23,4.78,f,5,1
city scrape,within an hour,96%,f,1,t,Private room in home,Private room,2,,1,$600.00,2,14,2,2,1125,1125,2,1125,,t,133,25,4.96,f,1,0
city scrape,within an hour,98%,f,1,t,Entire rental unit,Entire home/apt,2,1,2,"$1,331.00",2,28,2,2,1125,1125,2,1125,,t,110,176,4.75,f,1,1
city scrape,within an hour,100%,t,9,t,Entire rental unit,Entire home/apt,4,2,2,"$1,514.00",1,1125,1,1,1125,1125,1,1125,,t,334,80,4.75,f,7,7
city scrape,N/A,N/A,,4,t,Entire rental unit,Entire home/apt,3,2,2,"$107,143.00",30,90,30,30,90,90,30,90,,t,88,3,4.67,f,1,1
city scrape,within a few hours,100%,f,3,t,Private room in home,Private room,1,,1,$350.00,1,1125,1,1,1125,1125,1,1125,,t,179,8,4.88,t,2,0
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,2,1,1,$659.00,3,100,3,3,1125,1125,3,1125,,t,120,89,4.96,f,1,1
city scrape,within an hour,100%,t,1,t,Entire home,Entire home/apt,16,4,7,$501.00,1,1125,1,1,1125,1125,1,1125,,t,352,35,4.51,t,1,1
city scrape,within an hour,99%,f,8,t,Private room in rental unit,Private room,2,,1,$493.00,1,1125,1,1,1125,1125,1,1125,,t,360,31,4.71,f,5,0
city scrape,within an hour,97%,t,4,t,Entire serviced apartment,Entire home/apt,5,2,5,$980.00,2,27,2,2,27,27,2,27,,t,256,54,4.89,f,4,4
